creado,texto_es,texto_en,polaridad,valor_polaridad,ubicacion_usuario,terminos_2, terminos_3
2019-08-22 13:24:16,lo que el cajas ofrece: 285 km2. de paisajes aventuras. el alcalde de cuenca tiene q impulsar y apoyar todos los proyectos turísticos es mejor y más atractivo y rentable que la minería metálica. peter palace allí tienes que dejar tu legado.,What the boxes offer 285 km2 of adventure landscapes the mayor of Cuenca has to promote and support all tourism projects is better and more attractive and profitable than the metal mining Peter Palace all you have to leave your legacy,positivo,0.6,,lo_que que_el el_cajas cajas_ofrece ofrece_285 285_km2 km2_de de_paisajes paisajes_aventuras aventuras_el el_alcalde alcalde_de de_cuenca cuenca_tiene tiene_q q_impulsar impulsar_y y_apoyar apoyar_todos todos_los los_proyectos proyectos_tursticos tursticos_es es_mejor mejor_y y_ms ms_atractivo atractivo_y y_rentable rentable_que que_la la_minera minera_metlica metlica_peter peter_palace palace_all all_tienes tienes_que que_dejar dejar_tu tu_legado,lo_que_el que_el_cajas el_cajas_ofrece cajas_ofrece_285 ofrece_285_km2 285_km2_de km2_de_paisajes de_paisajes_aventuras paisajes_aventuras_el aventuras_el_alcalde el_alcalde_de alcalde_de_cuenca de_cuenca_tiene cuenca_tiene_q tiene_q_impulsar q_impulsar_y impulsar_y_apoyar y_apoyar_todos apoyar_todos_los todos_los_proyectos los_proyectos_tursticos proyectos_tursticos_es tursticos_es_mejor es_mejor_y mejor_y_ms y_ms_atractivo ms_atractivo_y atractivo_y_rentable y_rentable_que rentable_que_la que_la_minera la_minera_metlica minera_metlica_peter metlica_peter_palace peter_palace_all palace_all_tienes all_tienes_que tienes_que_dejar que_dejar_tu dejar_tu_legado
2019-08-22 13:08:19,por qué ya no es posible consultar los precios de los medicamentos desde su página web?,why it is no longer possible to check the prices of medicines from their website,neutral,0.0,Azuay Province Cuenca,por_qu qu_ya ya_no no_es es_posible posible_consultar consultar_los los_precios precios_de de_los los_medicamentos medicamentos_desde desde_su su_pgina pgina_web,por_qu_ya qu_ya_no ya_no_es no_es_posible es_posible_consultar posible_consultar_los consultar_los_precios los_precios_de precios_de_los de_los_medicamentos los_medicamentos_desde medicamentos_desde_su desde_su_pgina su_pgina_web
2019-08-22 13:03:16,"el escollo más grande del proyecto tranvíacuenca es la recepción de la obra. quedan detalles importantes que resolver para que pueda operar comercialmente entre ellos destaca la determinación de la tarifa". 100díasporantenauno 🎙👉,The biggest obstacle of the transvacuenca project is the reception of the work important details remain to be resolved so that it can operate commercially among them the determination of the rate 100dasporantenauno stands out,positivo,0.2,Cuenca Ecuador,el_escollo escollo_ms ms_grande grande_del del_proyecto proyecto_tranvacuenca tranvacuenca_es es_la la_recepcin recepcin_de de_la la_obra obra_quedan quedan_detalles detalles_importantes importantes_que que_resolver resolver_para para_que que_pueda pueda_operar operar_comercialmente comercialmente_entre entre_ellos ellos_destaca destaca_la la_determinacin determinacin_de de_la la_tarifa tarifa_100dasporantenauno,el_escollo_ms escollo_ms_grande ms_grande_del grande_del_proyecto del_proyecto_tranvacuenca proyecto_tranvacuenca_es tranvacuenca_es_la es_la_recepcin la_recepcin_de recepcin_de_la de_la_obra la_obra_quedan obra_quedan_detalles quedan_detalles_importantes detalles_importantes_que importantes_que_resolver que_resolver_para resolver_para_que para_que_pueda que_pueda_operar pueda_operar_comercialmente operar_comercialmente_entre comercialmente_entre_ellos entre_ellos_destaca ellos_destaca_la destaca_la_determinacin la_determinacin_de determinacin_de_la de_la_tarifa la_tarifa_100dasporantenauno
2019-08-22 12:55:33,pero en no pasa nada se han echo 100 operativos el número de la suerte es el 100 hasta cuando y en verdad se pone los pantalones y pelea x la seguridad para y hacerla segura,but nothing happens 100 operations have been made the number of luck is 100 until when and really puts on the pants and fights for safety and make it safe,positivo,0.35,Cuenca,pero_en en_no no_pasa pasa_nada nada_se se_han han_echo echo_100 100_operativos operativos_el el_nmero nmero_de de_la la_suerte suerte_es es_el el_100 100_hasta hasta_cuando cuando_y y_en en_verdad verdad_se se_pone pone_los los_pantalones pantalones_y y_pelea pelea_x x_la la_seguridad seguridad_para para_y y_hacerla hacerla_segura,pero_en_no en_no_pasa no_pasa_nada pasa_nada_se nada_se_han se_han_echo han_echo_100 echo_100_operativos 100_operativos_el operativos_el_nmero el_nmero_de nmero_de_la de_la_suerte la_suerte_es suerte_es_el es_el_100 el_100_hasta 100_hasta_cuando hasta_cuando_y cuando_y_en y_en_verdad en_verdad_se verdad_se_pone se_pone_los pone_los_pantalones los_pantalones_y pantalones_y_pelea y_pelea_x pelea_x_la x_la_seguridad la_seguridad_para seguridad_para_y para_y_hacerla y_hacerla_segura
2019-08-22 12:54:37,el ing. dir. "el señor alcalde desde el inicio de su gestión no ha parado ha caminado día a día en parroquias y barrios conociendo sus necesidades. trabajamos en reactivar las casas comunales directivas barriales". ciudadnoticias,Mr Ing Mayor since the beginning of his administration has not stopped he has walked every day in parishes and neighborhoods Knowing his needs we work to reactivate the communal houses,neutral,0.0,Cuenca Ecuador,el_ing ing_dir dir_el el_seor seor_alcalde alcalde_desde desde_el el_inicio inicio_de de_su su_gestin gestin_no no_ha ha_parado parado_ha ha_caminado caminado_da da_a a_da da_en en_parroquias parroquias_y y_barrios barrios_conociendo conociendo_sus sus_necesidades necesidades_trabajamos trabajamos_en en_reactivar reactivar_las las_casas casas_comunales comunales_directivas directivas_barriales barriales_ciudadnoticias,el_ing_dir ing_dir_el dir_el_seor el_seor_alcalde seor_alcalde_desde alcalde_desde_el desde_el_inicio el_inicio_de inicio_de_su de_su_gestin su_gestin_no gestin_no_ha no_ha_parado ha_parado_ha parado_ha_caminado ha_caminado_da caminado_da_a da_a_da a_da_en da_en_parroquias en_parroquias_y parroquias_y_barrios y_barrios_conociendo barrios_conociendo_sus conociendo_sus_necesidades sus_necesidades_trabajamos necesidades_trabajamos_en trabajamos_en_reactivar en_reactivar_las reactivar_las_casas las_casas_comunales casas_comunales_directivas comunales_directivas_barriales directivas_barriales_ciudadnoticias
2019-08-22 12:52:19,felicidades por los conocimientos amigo.,congratulations on the knowledge friend,neutral,0.0,CUENCA ECUADOR,felicidades_por por_los los_conocimientos conocimientos_amigo,felicidades_por_los por_los_conocimientos los_conocimientos_amigo
2019-08-22 12:50:12,buenos días amigos que tengan un felizjueves. el csc día a día trabaja de manera coordinada por una ciudad más preventiva y pacífica para todos.,good morning friends who have a happy birthday the csc da a da works in a coordinated way for a more preventive and peaceful city for all,positivo,0.5625,Cuenca Ecuador,buenos_das das_amigos amigos_que que_tengan tengan_un un_felizjueves felizjueves_el el_csc csc_da da_a a_da da_trabaja trabaja_de de_manera manera_coordinada coordinada_por por_una una_ciudad ciudad_ms ms_preventiva preventiva_y y_pacfica pacfica_para para_todos,buenos_das_amigos das_amigos_que amigos_que_tengan que_tengan_un tengan_un_felizjueves un_felizjueves_el felizjueves_el_csc el_csc_da csc_da_a da_a_da a_da_trabaja da_trabaja_de trabaja_de_manera de_manera_coordinada manera_coordinada_por coordinada_por_una por_una_ciudad una_ciudad_ms ciudad_ms_preventiva ms_preventiva_y preventiva_y_pacfica y_pacfica_para pacfica_para_todos
2019-08-22 12:48:35,por favor urgente propuestas y pronunciamientos respecto del megaincendio de la amazonía. por favor.,please urgent proposals and pronouncements regarding the megafire of the Amazon please,neutral,0.0,Cuenca Ecuador,por_favor favor_urgente urgente_propuestas propuestas_y y_pronunciamientos pronunciamientos_respecto respecto_del del_megaincendio megaincendio_de de_la la_amazona amazona_por por_favor,por_favor_urgente favor_urgente_propuestas urgente_propuestas_y propuestas_y_pronunciamientos y_pronunciamientos_respecto pronunciamientos_respecto_del respecto_del_megaincendio del_megaincendio_de megaincendio_de_la de_la_amazona la_amazona_por amazona_por_favor
2019-08-22 12:37:26,compartimos este diálogo con el sr. analizamos los primeros 100 días de gestión 100díasporantenauno,we share this dialogue with mr we analyze the first 100 days of management 100dasporantenauno,positivo,0.25,CuencaEcuador ,compartimos_este este_dilogo dilogo_con con_el el_sr sr_analizamos analizamos_los los_primeros primeros_100 100_das das_de de_gestin gestin_100dasporantenauno,compartimos_este_dilogo este_dilogo_con dilogo_con_el con_el_sr el_sr_analizamos sr_analizamos_los analizamos_los_primeros los_primeros_100 primeros_100_das 100_das_de das_de_gestin de_gestin_100dasporantenauno
2019-08-22 11:57:28,buen día. contamos con la presencia de act en diferentes sectores de la ciudad.,good day we have the presence of act in different sectors of the city,positivo,0.35,,buen_da da_contamos contamos_con con_la la_presencia presencia_de de_act act_en en_diferentes diferentes_sectores sectores_de de_la la_ciudad,buen_da_contamos da_contamos_con contamos_con_la con_la_presencia la_presencia_de presencia_de_act de_act_en act_en_diferentes en_diferentes_sectores diferentes_sectores_de sectores_de_la de_la_ciudad
2019-08-22 11:53:55,estimada el tema de mantenimiento de mobiliario de parada de buses corresponde al contratista se tomará los correctivos inmediatos para que se solucione el particular.,Estimated the issue of maintenance of bus stop furniture corresponds to the contractor to take immediate corrections to solve the particular,positivo,0.16666666666666666,,estimada_el el_tema tema_de de_mantenimiento mantenimiento_de de_mobiliario mobiliario_de de_parada parada_de de_buses buses_corresponde corresponde_al al_contratista contratista_se se_tomar tomar_los los_correctivos correctivos_inmediatos inmediatos_para para_que que_se se_solucione solucione_el el_particular,estimada_el_tema el_tema_de tema_de_mantenimiento de_mantenimiento_de mantenimiento_de_mobiliario de_mobiliario_de mobiliario_de_parada de_parada_de parada_de_buses de_buses_corresponde buses_corresponde_al corresponde_al_contratista al_contratista_se contratista_se_tomar se_tomar_los tomar_los_correctivos los_correctivos_inmediatos correctivos_inmediatos_para inmediatos_para_que para_que_se que_se_solucione se_solucione_el solucione_el_particular
2019-08-22 11:47:33,conozca el proceso operativo de los fotosensores.,know the operating process of the photosensors,neutral,0.0,,conozca_el el_proceso proceso_operativo operativo_de de_los los_fotosensores,conozca_el_proceso el_proceso_operativo proceso_operativo_de operativo_de_los de_los_fotosensores
2019-08-22 11:12:13,entonces que regrese la policía a la ciudad y que nos dejen de cobrar tanta impuesto,so that the police return to the city and stop paying us so much tax,positivo,0.2,Ecuador,entonces_que que_regrese regrese_la la_polica polica_a a_la la_ciudad ciudad_y y_que que_nos nos_dejen dejen_de de_cobrar cobrar_tanta tanta_impuesto,entonces_que_regrese que_regrese_la regrese_la_polica la_polica_a polica_a_la a_la_ciudad la_ciudad_y ciudad_y_que y_que_nos que_nos_dejen nos_dejen_de dejen_de_cobrar de_cobrar_tanta cobrar_tanta_impuesto
2019-08-22 09:30:25,dicen que hay que ser elegidos para ser vicealcaldes no querer manipular la ley al antojo de lo que le conviene no cierto mi señor wilmer.,they say that you have to be elected to be vice mayors not wanting to manipulate the law as you wish it is not true my lord wilmer,negativo,-0.175,,dicen_que que_hay hay_que que_ser ser_elegidos elegidos_para para_ser ser_vicealcaldes vicealcaldes_no no_querer querer_manipular manipular_la la_ley ley_al al_antojo antojo_de de_lo lo_que que_le le_conviene conviene_no no_cierto cierto_mi mi_seor seor_wilmer,dicen_que_hay que_hay_que hay_que_ser que_ser_elegidos ser_elegidos_para elegidos_para_ser para_ser_vicealcaldes ser_vicealcaldes_no vicealcaldes_no_querer no_querer_manipular querer_manipular_la manipular_la_ley la_ley_al ley_al_antojo al_antojo_de antojo_de_lo de_lo_que lo_que_le que_le_conviene le_conviene_no conviene_no_cierto no_cierto_mi cierto_mi_seor mi_seor_wilmer
2019-08-22 05:45:36,y la mís da respuesta de siempre de lgss entidades de estado es que eso no es de mi competencia y no podrán ante la denuncia del pueblo coordinar con la entidad que el compete una acción para solventar el problema. debe cambiarse esa respuesta tan entigua " no me compete",and the most usual response of the state entities is that this is not within my competence and they will not be able to before the complaint of the people coordinate with the entity that he  she has an action to solve the problem,positivo,0.11000000000000001,Cuenca Ecuador,y_la la_ms ms_da da_respuesta respuesta_de de_siempre siempre_de de_lgss lgss_entidades entidades_de de_estado estado_es es_que que_eso eso_no no_es es_de de_mi mi_competencia competencia_y y_no no_podrn podrn_ante ante_la la_denuncia denuncia_del del_pueblo pueblo_coordinar coordinar_con con_la la_entidad entidad_que que_el el_compete compete_una una_accin accin_para para_solventar solventar_el el_problema problema_debe debe_cambiarse cambiarse_esa esa_respuesta respuesta_tan tan_entigua entigua_no no_me me_compete,y_la_ms la_ms_da ms_da_respuesta da_respuesta_de respuesta_de_siempre de_siempre_de siempre_de_lgss de_lgss_entidades lgss_entidades_de entidades_de_estado de_estado_es estado_es_que es_que_eso que_eso_no eso_no_es no_es_de es_de_mi de_mi_competencia mi_competencia_y competencia_y_no y_no_podrn no_podrn_ante podrn_ante_la ante_la_denuncia la_denuncia_del denuncia_del_pueblo del_pueblo_coordinar pueblo_coordinar_con coordinar_con_la con_la_entidad la_entidad_que entidad_que_el que_el_compete el_compete_una compete_una_accin una_accin_para accin_para_solventar para_solventar_el solventar_el_problema el_problema_debe problema_debe_cambiarse debe_cambiarse_esa cambiarse_esa_respuesta esa_respuesta_tan respuesta_tan_entigua tan_entigua_no entigua_no_me no_me_compete
2019-08-22 05:16:38,✅🔎una entrevista de altura muy constructiva  respeto = crecimiento🧠 100dias100realidades,an interview of very constructive height respect growth 100days100realities,positivo,0.2,Cuenca Ecuador,una_entrevista entrevista_de de_altura altura_muy muy_constructiva constructiva_respeto respeto_crecimiento crecimiento_100dias100realidades,una_entrevista_de entrevista_de_altura de_altura_muy altura_muy_constructiva muy_constructiva_respeto constructiva_respeto_crecimiento respeto_crecimiento_100dias100realidades
2019-08-22 05:07:16,seamos conscientes: la guardia ciudadana no es la policia ni tienen implementos para combatir la delincuencia. si lees bien las ordenanzas la guardia ciudadana está obligada a controlar el espacio público y libradores informémonos por favor.,lets be aware the citizen guard is not the police nor do they have implements to fight crime if you read the ordinances well the citizen guard is obliged to control the public space and let us inform ourselves please,positivo,0.125,,seamos_conscientes conscientes_la la_guardia guardia_ciudadana ciudadana_no no_es es_la la_policia policia_ni ni_tienen tienen_implementos implementos_para para_combatir combatir_la la_delincuencia delincuencia_si si_lees lees_bien bien_las las_ordenanzas ordenanzas_la la_guardia guardia_ciudadana ciudadana_est est_obligada obligada_a a_controlar controlar_el el_espacio espacio_pblico pblico_y y_libradores libradores_informmonos informmonos_por por_favor,seamos_conscientes_la conscientes_la_guardia la_guardia_ciudadana guardia_ciudadana_no ciudadana_no_es no_es_la es_la_policia la_policia_ni policia_ni_tienen ni_tienen_implementos tienen_implementos_para implementos_para_combatir para_combatir_la combatir_la_delincuencia la_delincuencia_si delincuencia_si_lees si_lees_bien lees_bien_las bien_las_ordenanzas las_ordenanzas_la ordenanzas_la_guardia la_guardia_ciudadana guardia_ciudadana_est ciudadana_est_obligada est_obligada_a obligada_a_controlar a_controlar_el controlar_el_espacio el_espacio_pblico espacio_pblico_y pblico_y_libradores y_libradores_informmonos libradores_informmonos_por informmonos_por_favor
2019-08-22 04:48:51,vivimos retroceso en cuenca. será q se activan?,we live back in basin be activated,positivo,0.06818181818181818,Guayaquil,vivimos_retroceso retroceso_en en_cuenca cuenca_ser ser_q q_se se_activan,vivimos_retroceso_en retroceso_en_cuenca en_cuenca_ser cuenca_ser_q ser_q_se q_se_activan
2019-08-22 04:42:23,a propósito de los primeros 100 días de administración de como alcalde de cuenca y como prefecto del azuay este artículo de revistabareque entrega un análisis general pero no común.,With regard to the first 100 days of administration as mayor of Cuenca and as prefect of Azuay this article of magazine Bareque delivers a general analysis but not common,positivo,0.15000000000000002,CuencaEcuador,a_propsito propsito_de de_los los_primeros primeros_100 100_das das_de de_administracin administracin_de de_como como_alcalde alcalde_de de_cuenca cuenca_y y_como como_prefecto prefecto_del del_azuay azuay_este este_artculo artculo_de de_revistabareque revistabareque_entrega entrega_un un_anlisis anlisis_general general_pero pero_no no_comn,a_propsito_de propsito_de_los de_los_primeros los_primeros_100 primeros_100_das 100_das_de das_de_administracin de_administracin_de administracin_de_como de_como_alcalde como_alcalde_de alcalde_de_cuenca de_cuenca_y cuenca_y_como y_como_prefecto como_prefecto_del prefecto_del_azuay del_azuay_este azuay_este_artculo este_artculo_de artculo_de_revistabareque de_revistabareque_entrega revistabareque_entrega_un entrega_un_anlisis un_anlisis_general anlisis_general_pero general_pero_no pero_no_comn
2019-08-22 04:28:09,si de eso debe ser nuevo vean los tales repartidores como se apoderan de las veredas cada vez menos amigable con los cuencanos. pero y la promocionan sus 100 días en que la ciudad va peor y peor,if that should be new see the distributors as they take possession of the paths that are less and less friendly with the Cuencans but promote it their 100 days in which the city is going worse and worse,negativo,-0.10366161616161618,Cuenca Ecuador,si_de de_eso eso_debe debe_ser ser_nuevo nuevo_vean vean_los los_tales tales_repartidores repartidores_como como_se se_apoderan apoderan_de de_las las_veredas veredas_cada cada_vez vez_menos menos_amigable amigable_con con_los los_cuencanos cuencanos_pero pero_y y_la la_promocionan promocionan_sus sus_100 100_das das_en en_que que_la la_ciudad ciudad_va va_peor peor_y y_peor,si_de_eso de_eso_debe eso_debe_ser debe_ser_nuevo ser_nuevo_vean nuevo_vean_los vean_los_tales los_tales_repartidores tales_repartidores_como repartidores_como_se como_se_apoderan se_apoderan_de apoderan_de_las de_las_veredas las_veredas_cada veredas_cada_vez cada_vez_menos vez_menos_amigable menos_amigable_con amigable_con_los con_los_cuencanos los_cuencanos_pero cuencanos_pero_y pero_y_la y_la_promocionan la_promocionan_sus promocionan_sus_100 sus_100_das 100_das_en das_en_que en_que_la que_la_ciudad la_ciudad_va ciudad_va_peor va_peor_y peor_y_peor
