creado,texto_es,texto_en,polaridad,valor_polaridad,ubicacion_usuario,terminos_2, terminos_3
2019-08-22 02:58:32,el  pedro palacios en su informe a la ciudad sobre sus 100 días de gestión. 100sobre100 cuencaunida,Pedro Palacios in his report to the city on his 100 days of management 100 over 100 Cuenca,neutral,0.0,Cuenca Ecuador,el_pedro pedro_palacios palacios_en en_su su_informe informe_a a_la la_ciudad ciudad_sobre sobre_sus sus_100 100_das das_de de_gestin gestin_100sobre100 100sobre100_cuencaunida,el_pedro_palacios pedro_palacios_en palacios_en_su en_su_informe su_informe_a informe_a_la a_la_ciudad la_ciudad_sobre ciudad_sobre_sus sobre_sus_100 sus_100_das 100_das_de das_de_gestin de_gestin_100sobre100 gestin_100sobre100_cuencaunida
2019-08-22 02:57:44,cuenca: el alcalde en un análisis de sus 100 primeros días de gestión. en vivo por la señal de ciudad 101.7 fm.,the mayor basins in an analysis of his first 100 days of live management by the city seal 1017 fm,positivo,0.19318181818181818,Cuenca Ecuador,cuenca_el el_alcalde alcalde_en en_un un_anlisis anlisis_de de_sus sus_100 100_primeros primeros_das das_de de_gestin gestin_en en_vivo vivo_por por_la la_seal seal_de de_ciudad ciudad_1017 1017_fm,cuenca_el_alcalde el_alcalde_en alcalde_en_un en_un_anlisis un_anlisis_de anlisis_de_sus de_sus_100 sus_100_primeros 100_primeros_das primeros_das_de das_de_gestin de_gestin_en gestin_en_vivo en_vivo_por vivo_por_la por_la_seal la_seal_de seal_de_ciudad de_ciudad_1017 ciudad_1017_fm
2019-08-22 02:51:56,periodistas reconocidos de cuenca entre ellos entrevistan al  sobre los primeros 100 días de su gestión. 100sobre100,recognized journalists from the basin among them interview the envelope of the first 100 days of their management 100 over 100,positivo,0.25,Cuenca Ecuador,periodistas_reconocidos reconocidos_de de_cuenca cuenca_entre entre_ellos ellos_entrevistan entrevistan_al al_sobre sobre_los los_primeros primeros_100 100_das das_de de_su su_gestin gestin_100sobre100,periodistas_reconocidos_de reconocidos_de_cuenca de_cuenca_entre cuenca_entre_ellos entre_ellos_entrevistan ellos_entrevistan_al entrevistan_al_sobre al_sobre_los sobre_los_primeros los_primeros_100 primeros_100_das 100_das_de das_de_su de_su_gestin su_gestin_100sobre100
2019-08-22 02:19:23,se pronuncia sobre las gestiones que se a realizado para optimizar el trabajo de la guardia ciudadana,It pronounces on the efforts that have been made to optimize the work of the citizen guard,neutral,0.0,,se_pronuncia pronuncia_sobre sobre_las las_gestiones gestiones_que que_se se_a a_realizado realizado_para para_optimizar optimizar_el el_trabajo trabajo_de de_la la_guardia guardia_ciudadana,se_pronuncia_sobre pronuncia_sobre_las sobre_las_gestiones las_gestiones_que gestiones_que_se que_se_a se_a_realizado a_realizado_para realizado_para_optimizar para_optimizar_el optimizar_el_trabajo el_trabajo_de trabajo_de_la de_la_guardia la_guardia_ciudadana
2019-08-22 02:13:47,siga en vivo la entrevista a alcalde de cuenca 100sobre100 100días100realidades,follow live the interview to mayor of Cuenca 100 over 100 100 100 realities,positivo,0.13636363636363635,Cuenca Ecuador,siga_en en_vivo vivo_la la_entrevista entrevista_a a_alcalde alcalde_de de_cuenca cuenca_100sobre100 100sobre100_100das100realidades,siga_en_vivo en_vivo_la vivo_la_entrevista la_entrevista_a entrevista_a_alcalde a_alcalde_de alcalde_de_cuenca de_cuenca_100sobre100 cuenca_100sobre100_100das100realidades
2019-08-22 02:13:00,siga en vivo la entrevista a alcalde de cuenca 100sobre100 100días100realidades,follow live the interview to mayor of Cuenca 100 over 100 100 100 realities,positivo,0.13636363636363635,Cuenca Ecuador,siga_en en_vivo vivo_la la_entrevista entrevista_a a_alcalde alcalde_de de_cuenca cuenca_100sobre100 100sobre100_100das100realidades,siga_en_vivo en_vivo_la vivo_la_entrevista la_entrevista_a entrevista_a_alcalde a_alcalde_de alcalde_de_cuenca de_cuenca_100sobre100 cuenca_100sobre100_100das100realidades
2019-08-22 02:04:23,iniciamos el diálogo con el alcalde cuenca análisis de los 100 días de labores al frente del,We began the dialogue with the mayor Cuenca analysis of the 100 days of work in front of the,neutral,0.0,,iniciamos_el el_dilogo dilogo_con con_el el_alcalde alcalde_cuenca cuenca_anlisis anlisis_de de_los los_100 100_das das_de de_labores labores_al al_frente frente_del,iniciamos_el_dilogo el_dilogo_con dilogo_con_el con_el_alcalde el_alcalde_cuenca alcalde_cuenca_anlisis cuenca_anlisis_de anlisis_de_los de_los_100 los_100_das 100_das_de das_de_labores de_labores_al labores_al_frente al_frente_del
2019-08-22 01:36:04,acompañamos a  a la asamblea ciudadana que se desarrolla en la "ciudadela kennedy" donde se conocen los requerimientos planteados por los moradores del sector.,We accompany the citizen assembly that takes place in the Kennedy Citadel where the requirements raised by the residents of the sector are known,neutral,0.0,Cuenca Ecuador,acompaamos_a a_a a_la la_asamblea asamblea_ciudadana ciudadana_que que_se se_desarrolla desarrolla_en en_la la_ciudadela ciudadela_kennedy kennedy_donde donde_se se_conocen conocen_los los_requerimientos requerimientos_planteados planteados_por por_los los_moradores moradores_del del_sector,acompaamos_a_a a_a_la a_la_asamblea la_asamblea_ciudadana asamblea_ciudadana_que ciudadana_que_se que_se_desarrolla se_desarrolla_en desarrolla_en_la en_la_ciudadela la_ciudadela_kennedy ciudadela_kennedy_donde kennedy_donde_se donde_se_conocen se_conocen_los conocen_los_requerimientos los_requerimientos_planteados requerimientos_planteados_por planteados_por_los por_los_moradores los_moradores_del moradores_del_sector
2019-08-22 01:34:06,informe 100díasdegestión 📌alcalde  esfuércese en hacer lo que usted quiera en lugar de lo que los demás piensan que tiene que hacer. apoyo incondicional,100dadegestin mayor report strive to do what you want instead of what others think you have to do unconditional support,neutral,0.0,,informe_100dasdegestin 100dasdegestin_alcalde alcalde_esfurcese esfurcese_en en_hacer hacer_lo lo_que que_usted usted_quiera quiera_en en_lugar lugar_de de_lo lo_que que_los los_dems dems_piensan piensan_que que_tiene tiene_que que_hacer hacer_apoyo apoyo_incondicional,informe_100dasdegestin_alcalde 100dasdegestin_alcalde_esfurcese alcalde_esfurcese_en esfurcese_en_hacer en_hacer_lo hacer_lo_que lo_que_usted que_usted_quiera usted_quiera_en quiera_en_lugar en_lugar_de lugar_de_lo de_lo_que lo_que_los que_los_dems los_dems_piensan dems_piensan_que piensan_que_tiene que_tiene_que tiene_que_hacer que_hacer_apoyo hacer_apoyo_incondicional
2019-08-22 01:21:29,el no ha entendido que el problema que tiene es de gestión mas no político 100dias,He has not understood that the problem he has is of management but not political 100days,neutral,0.0,Cuenca Ecuador,el_no no_ha ha_entendido entendido_que que_el el_problema problema_que que_tiene tiene_es es_de de_gestin gestin_mas mas_no no_poltico poltico_100dias,el_no_ha no_ha_entendido ha_entendido_que entendido_que_el que_el_problema el_problema_que problema_que_tiene que_tiene_es tiene_es_de es_de_gestin de_gestin_mas gestin_mas_no mas_no_poltico no_poltico_100dias
